,Nom,Téléphone,Adresse,Ville,Département,Capacité,Type d'établissement,Capacité médecine,Capacité chirurgie,Capacité obstétrique,Capacité psychiatrie,Capacité moyen séjour,Capacité long séjour,Capacité hébergement,Capacité hospitalisation à domicile,Capacité service de soins infirmiers à domicile,Equipement : scanner,Equipement : irm,Equipement : radiologie numérisée,Equipement : radiologie vasculaire,Equipement : caméras à scintillon,Equipement : tep (tomographe)
1392,Etablissements hospitaliers de Saint Junien et de Rochechouart (Saint-Junien),05 55 43 50 00, rue Chateaubriand BP 110 87200 Saint-Junien,Saint-Junien,87, 370 places, Centre Hospitalier,55,37,14,0,60,60,144,0,0,1,0,3,0,0,0
1393,CHU Jean Rebeyrol 1 (Limoges),05 55 05 55 55, avenue du Buisson  87042 Limoges,Limoges,87, 268 places, Hôpital dépendant d'un CHRU,1,0,0,0,267,0,0,40,32,0,0,1,0,0,0
1394,Hôpital Hôpital de la mère et de l'enfant (Limoges),05 55 05 55 55, 8 avenue Dominique Larrey  87042 Limoges,Limoges,87, 205 places, Hôpital dépendant d'un CHRU,91,26,88,0,0,0,0,0,0,0,0,2,0,0,0
1395,Centre Hospitalier Intercommunal Monts et Barrages (Saint Leonard-de-Noblat),05 55 56 43 00, Chemin du Panaud  87400 Saint Leonard-de-Noblat,Saint Leonard-de-Noblat,87, 189 places, Hôpital local,10,0,0,0,35,30,114,0,0,0,0,1,0,0,0
1396,Centre hospitalier Jacques Boutard (Saint-Yrieix-la-Perche),05 55 75 75 75, place du Président Magnaud CS 60085 87500 Saint-Yrieix-la-Perche,Saint-Yrieix-la-Perche,87, 106 places, Centre Hospitalier,67,2,0,0,37,0,0,20,0,1,0,2,0,0,0
1397,SSR LA CHENAIE  (VERNEUIL SUR VIENNE),05 55 43 33 00, 8 RUE DE LIMOGES  87430 VERNEUIL SUR VIENNE,VERNEUIL SUR VIENNE,87, 81 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
1398,CHU Jean Rebeyrol 2  (LIMOGES),Pas de numéro, Avenue du Buisson  87042 LIMOGES,LIMOGES,87, 80 places, Etablissement de Soins Longue Durée,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
1399,unité de soins de longue durée  (Saint-Yrieix-La-Perche),Pas de numéro, place du Président Magnaud  87500 Saint-Yrieix-La-Perche,Saint-Yrieix-La-Perche,87, 40 places, Etablissement de Soins Longue Durée,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
1400,GIP SILPC Site Limoges (Isle),05 55 43 99 00," 2, rue Jean Monnet BP 11 87170 Isle",Isle,87, 0 places, Syndicat Inter Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,Centre hospitalier plateau de la justice (Epinal),03 29 68 70 00, 2 avenue Robert Schuman BP 590 88021 Epinal,Epinal,88, 708 places, Centre Hospitalier,217,55,15,0,105,30,286,0,0,2,1,3,0,0,0
1402,CENTRE HOSPITALIER Val du Madon (Mirecourt),03 29 37 12 33," 32, rue Germini BP 69 88502 Mirecourt",Mirecourt,88, 320 places, Hôpital local,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0
1403,Centre hospitalier intercommunal site Golbey (Golbey),03 29 68 15 15," 13, rue Eugène Lutherer  88191 Golbey",Golbey,88, 285 places, Centre Hospitalier,0,0,0,0,105,30,150,0,0,0,0,0,0,0,0
1404,Centre hospitalier  (Remiremont),03 29 23 41 41," 1, rue Georges Lang BP 30161 88204 Remiremont",Remiremont,88, 271 places, Centre Hospitalier,143,61,15,0,28,24,0,0,0,1,1,3,0,0,0
1405,Site de Saint-Charles  (Saint-Dié-des-Vosges),03 29 52 83 00, 26 rue du nouvel hôpital  88187 Saint-Dié-des-Vosges,Saint-Dié-des-Vosges,88, 265 places, Centre Hospitalier,128,77,30,0,30,0,0,0,0,1,1,4,0,0,0
1406,Site Hospitalier de Neufchâteau Siège Social (Neufchâteau),03 29 94 80 00, 1280 Av de la Division Leclerc BP 249 88307 Neufchâteau,Neufchâteau,88, 205 places, Centre Hospitalier,118,30,20,0,37,0,0,0,46,1,1,3,0,0,0
1407,Centre hospitalier  (Gérardmer),03 29 60 29 60," 22, boulevard Kelsch BP 129 88407 Gérardmer",Gérardmer,88, 187 places, Centre Hospitalier,18,0,0,0,30,25,114,0,44,0,0,2,0,0,0
1408,Hôpital les 3 rivières (Chatel-sur-Moselle),03 29 67 90 38," 2, rue des Vergers  88330 Chatel-sur-Moselle",Chatel-sur-Moselle,88, 176 places, Hôpital local,0,0,0,0,58,0,118,0,35,0,0,0,0,0,0
1409,Site Hospitalier de Vittel  (Vittel),03 29 05 88 88, 191 avenue Maurice Barrès BP 20129 88802 Vittel,Vittel,88, 174 places, Centre Hospitalier,21,0,0,0,123,30,0,0,0,0,0,3,0,0,0
1410,Etablissement de Santé  (Raon-l'Étape),03 29 52 44 44," 27, rue Jacques Mellez  88110 Raon-l'Étape",Raon-l'Étape,88, 155 places, Centre Hospitalier,8,0,0,0,26,0,121,0,42,0,0,0,0,0,0
1411,Centre Hospitalier Local Hôpital de Proximité (Lamarche),03 29 09 50 28, 3 Rue du Faubourg de France  88320 Lamarche,Lamarche,88, 142 places, Hôpital local,8,0,0,0,18,0,116,0,30,0,0,0,0,0,0
1412,Hôpital Local  (Fraize),03 29 50 30 35," 42, rue de la Costelle  88230 Fraize",Fraize,88, 140 places, Hôpital local,8,0,0,0,0,0,132,0,57,0,0,0,0,0,0
1413,Etablissement de Santé  (Senones),03 29 52 44 44," 2, rue Poincare BP 9 88210 Senones",Senones,88, 130 places, Centre Hospitalier,0,0,0,0,16,0,114,0,36,0,0,0,0,0,0
1414,"EHPAD Résidence Le Cèdre Bleu, Thaon les Vosges (Thaon-les-Vosges)",Pas de numéro, 4 place Jules Ferry  88150 Thaon-les-Vosges,Thaon-les-Vosges,88, 63 places, Centre Hospitalier,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
1415,Hôpital de l'Avison (Bruyères),03 29 52 70 00," 16, rue de l'hopital BP 46 88600 Bruyères",Bruyères,88, 58 places, Hôpital local,0,0,0,0,28,30,0,0,36,0,0,0,0,0,0
1416,SSR  (LE THILLOT),03 29 25 00 79, 60 rue Charles de Gaulle BP 79 88162 LE THILLOT,LE THILLOT,88, 10 places, Centre Hospitalier,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1417,Maison de santé Saint-Jean  (Epinal),03 29 33 07 68, 31 rue Thiers  88000 Epinal,Epinal,88, 0 places, Etablissement de Soins Longue Durée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,Centre hospitalier Centre hospitalier d'Auxerre (Auxerre),03 86 48 48 48," 2, boulevard de Verdun BP 69 89011 Auxerre",Auxerre,89, 542 places, Centre Hospitalier,241,108,48,0,65,80,0,0,30,2,1,4,1,1,0
1419,Hopital Gaston Ramon  (Sens),03 86 86 15 15," 1, avenue Pierre de Coubertin BP 808 89108 Sens",Sens,89, 322 places, Centre Hospitalier,225,71,26,0,0,0,0,0,0,2,1,3,0,0,0
1420,Centre hospitalier  (Tonnerre),03 86 54 33 00, Chemin des Jumeriaux  89700 Tonnerre,Tonnerre,89, 148 places, Centre Hospitalier,67,0,0,0,81,0,0,0,0,0,0,0,0,0,0
1421,CENTRE HOSPITALIER  (JOIGNY),03 86 92 33 33, 3 quai de l'hôpital BP 229 89306 JOIGNY,JOIGNY,89, 115 places, Centre Hospitalier,115,0,0,0,0,0,0,50,0,1,0,3,0,0,0
1422,CENTRE HOSPITALIER  (AVALLON),03 86 34 66 00, 1 rue de l'Hôpital BP 197 89206 AVALLON,AVALLON,89, 102 places, Centre Hospitalier,62,0,0,0,40,0,0,0,38,0,0,0,0,0,0
1423,USSR de Migennes (MIGENNES),03 86 92 38 48, 82 avenue Jean Jaurès  89400 MIGENNES,MIGENNES,89, 45 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
1424,foyer des boisseaux soins de suite et de réadaptation psychiatrique (monéteau),03 86 40 61 55, 7 route des conches  89470 monéteau,monéteau,89, 25 places, Etablissement de Convalescence et de Repos,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1425,Hôpital Nord Franche-Comté  (Belfort),03 84 98 20 20, 100 route de MOVAL CS 10499 TREVENANS 90015 Belfort,Belfort,90, 817 places, Centre Hospitalier,556,203,58,0,0,0,0,0,0,2,2,7,0,3,1
1426,Centre Hospitalier de Soins de Longue Durée du Territoire de Belfort (Bavilliers),03 84 90 39 00, 16 Rue Alfred Engel - BP 56 Château du Chênois 90800 Bavilliers,Bavilliers,90, 292 places, Etablissement de Soins Longue Durée,0,0,0,0,0,123,169,0,0,0,0,0,0,0,0
1427,Hôpital Nord Franche-Comté Site Pierre Engel (Bavilliers),03 84 98 52 83, Route de Froideval  90800 Bavilliers,Bavilliers,90, 81 places, Centre Hospitalier,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0
1428,Centre Hospitalier Sud Francilien (Corbeil-Essonnes),01 61 69 61 69, 40 avenue Serge Dassault  91106 Corbeil-Essonnes,Corbeil-Essonnes,91, 1000 places, Centre Hospitalier,466,104,151,132,63,84,0,0,0,2,2,6,3,2,1
1429,AP-HP Hôpital Dupuytren (Draveil),01 69 83 63 63, 1 rue Eugène Delacroix  91211 Draveil,Draveil,91, 414 places, Hôpital dépendant d'un CHRU,41,0,0,0,319,54,0,0,0,0,0,2,0,0,0
1430,AP-HP Hôpital Georges Clemenceau (Champcueil),01 69 23 20 20," 1, rue Georges Clemenceau  91750 Champcueil",Champcueil,91, 412 places, Hôpital dépendant d'un CHRU,36,0,0,0,205,171,0,0,0,0,0,1,0,0,0
1431,CENTRE HOSPITALIER DE BLIGNY (BRIIS SOUS FORGES),01 69 26 30 00, Route de Bligny  91640 BRIIS SOUS FORGES,BRIIS SOUS FORGES,91, 385 places, Etablissement de Soins Médicaux,118,0,0,0,267,0,0,0,0,0,0,0,0,0,0
1432,Etablissement public de santé C.H ARPAJON (Arpajon),01 64 92 92 92," 18, avenue de Verdun  91294 Arpajon",Arpajon,91, 380 places, Centre Hospitalier,96,45,21,0,55,50,113,0,0,1,0,2,0,0,0
1433,Site de Longjumeau  (LONGJUMEAU),01 64 54 33 33, 159 rue du Président François Mitterrand BP 125 91160 LONGJUMEAU,LONGJUMEAU,91, 377 places, Centre Hospitalier,218,55,46,0,58,0,0,0,0,1,1,3,0,0,0
1434,Centre hospitalier Sud Essonne (Etampes),01 60 80 76 76," 26, avenue Charles de Gaulle BP 107 91152 Etampes",Etampes,91, 370 places, Centre Hospitalier,89,47,20,0,30,40,144,0,0,1,1,2,0,0,0
1435,Centre hospitalier  (Dourdan),01 60 81 58 58," 2, rue du Potelet BP 102 91415 Dourdan",Dourdan,91, 288 places, Centre Hospitalier,62,20,0,0,28,30,148,0,0,1,0,2,0,0,0
1436,Site d'Orsay  (ORSAY),01 69 29 75 75, 4 place du Général Leclerc BP 27 91401 ORSAY,ORSAY,91, 185 places, Centre Hospitalier,126,35,24,0,0,0,0,0,0,1,2,2,0,2,2
1437,Site du Grand Mesnil (Psychiatrie)  (BURES sur YVETTE),01 69 29 75 75, 2 rue Charles de Gaulle  91440 BURES sur YVETTE,BURES sur YVETTE,91, 169 places, Centre Hospitalier,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
1438,GHC Draveil  (Draveil),01 69 52 76 00, 14 rue Alphonse Daudet 14 rue Alphonse Daudet 91210 Draveil,Draveil,91, 100 places, Etablissement de Soins Médicaux,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1439,GHC Ris-Orangis  (Ris Orangis),01 69 02 28 28, 55 A  rue Albert Rémy 55 A  rue Albert Rémy 91130 Ris Orangis,Ris Orangis,91, 93 places, Etablissement de sante? prive? autorise? en SSR,6,0,0,0,87,0,0,0,0,0,0,0,0,0,0
1440,centre hospitalier  (fleury merogis),01 69 25 64 00, 8 rue roger clavier  91710 fleury merogis,fleury merogis,91, 81 places, Etablissement de Soins Pluridisciplinaire,21,0,0,30,30,0,0,0,0,0,0,0,0,0,0
1441,Etablissement de santé la Martinière Soins de Suite et de Rééducation (Saclay),01 69 33 67 67, chemin de la martinière  91400 Saclay,Saclay,91, 80 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
1442,Site de Juvisy  (JUVISY-SUR-ORGE),01 69 54 27 27, 9 rue Camille Flammarion BP 41 91265 JUVISY-SUR-ORGE,JUVISY-SUR-ORGE,91, 78 places, Centre Hospitalier,56,0,0,0,22,0,0,0,0,1,0,2,0,0,0
1443,Maison de l'Yvette (SSR gériatrique) (ORSAY),01 69 29 75 75, 2 rue Guy Môquet  91400 ORSAY,ORSAY,91, 30 places, Centre Hospitalier,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1444,PSYCHIATRIE ADULTES Unité intersectorielle post-cure (Yerres),Pas de numéro," 1, rue de la Grange  91330 Yerres",Yerres,91, 20 places, Centre Hospitalier,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
1445,Centre d'accueil et de soins hospitaliers CASH (Nanterre),01 47 69 65 65," 403, avenue de la République  92000 Nanterre",Nanterre,92, 730 places, Centre Hospitalier,159,0,24,87,0,0,460,0,75,1,1,5,0,0,0
1446,Hôpital Foch  (SURESNES),08 26 20 72 20, 40 rue worth  92150 SURESNES,SURESNES,92, 550 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
1447,AP-HP Hôpital Corentin Celton (Issy-les-Moulineaux),01 58 00 40 00," 4, parvis Corentin-Celton BP 66 92133 Issy-les-Moulineaux",Issy-les-Moulineaux,92, 505 places, Hôpital dépendant d'un CHRU,46,42,6,86,135,190,0,0,0,1,0,2,0,0,0
1448,Hôpital Ambroise-Paré AP-HP  (Boulogne-Billancourt),01 49 09 50 00," 9, avenue Charles de Gaulle  92104 Boulogne-Billancourt",Boulogne-Billancourt,92, 497 places, Hôpital dépendant d'un CHRU,326,171,0,0,0,0,0,0,0,2,2,5,5,0,0
1449,AP-HP Hôpital Louis-Mourier (Colombes),01 47 60 61 62," 178, rue des Renouillers  92701 Colombes",Colombes,92, 494 places, Hôpital dépendant d'un CHRU,213,30,68,73,70,40,0,0,0,1,1,3,0,0,0
1450,AP-HP Hôpital Antoine Béclère (Clamart),01 45 37 44 44," 157, rue de la Porte de Trivaux  92141 Clamart",Clamart,92, 411 places, Hôpital dépendant d'un CHRU,269,67,75,0,0,0,0,0,0,2,1,3,1,1,0
1451,AP-HP Hôpital Beaujon (Clichy),01 40 87 50 00," 100, boulevard du Général Leclerc  92118 Clichy",Clichy,92, 394 places, Hôpital dépendant d'un CHRU,168,206,20,0,0,0,0,0,0,2,2,5,2,2,1
1452,AP-HP Hôpital Raymond-Poincaré (Garches),01 47 10 79 00, 104 Boulevard Raymond Poincaré  92380 Garches,Garches,92, 362 places, Hôpital dépendant d'un CHRU,182,72,0,0,108,0,0,0,0,1,1,5,0,0,0
1453,Hôpital d'instruction des Armées PERCY  (CLAMART),01 41 46 60 00, 101 avenue Henri Barbusse  92140 CLAMART,CLAMART,92, 294 places, Hôpital des armées,143,90,0,20,41,0,0,0,0,2,1,4,2,0,0
1454,Centre de gérontologie Les Abondances (Boulogne-Billancourt),01 41 22 56 56, 49 rue Saint-Denis  92100 Boulogne-Billancourt,Boulogne-Billancourt,92, 270 places, Centre Hospitalier,0,0,0,0,40,110,120,0,190,0,0,0,0,0,0
1455,HOPITAL MARIE-LANNELONGUE  (LE PLESSIS ROBINSON),01 40 94 28 00, 133 avenue de la Résistance 133 avenue de la Résistance 92350 LE PLESSIS ROBINSON,LE PLESSIS ROBINSON,92, 219 places, Etablissement de Soins Pluridisciplinaire,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Centre hospitalier des Quatre Villes (site de Saint-Cloud)  (Saint-Cloud),01 77 70 70 70, Rue Charles Lauer 3 place Silly 92210 Saint-Cloud,Saint-Cloud,92, 172 places, Centre Hospitalier,90,30,52,0,0,0,0,0,0,0,0,0,0,0,0
1457,Centre hospitalier des Quatre Villes (site de Sèvres)  (Sevres),01 77 70 70 70," 141 Grande, rue BP 83 92310 Sevres",Sevres,92, 169 places, Centre Hospitalier,96,0,0,0,73,0,0,0,0,0,0,0,0,0,0
1458,Centre Hospitalier Départemental Stell (Rueil-Malmaison),01 41 29 90 00," 1, rue Charles Drot  92501 Rueil-Malmaison",Rueil-Malmaison,92, 163 places, Centre Hospitalier,48,0,0,0,115,0,0,0,0,0,0,3,0,0,0
1459,Ellipse (SSR/USLD)  (Clichy),Pas de numéro, 64 rue villeneuve  92110 Clichy,Clichy,92, 160 places, Etablissement de Soins Longue Durée,0,0,0,0,85,75,0,0,0,0,0,0,0,0,0
1460,Site Hospitalier de Neuilly-sur-Seine (Siège Social)  (Neuilly-sur-Seine),01 40 88 60 00, 36 boulevard Général Leclerc BP 79 92205 Neuilly-sur-Seine,Neuilly-sur-Seine,92, 156 places, Centre Hospitalier,96,19,41,0,0,0,0,0,0,1,1,2,0,0,0
1461,Site Hospitalier de Courbevoie  (Courbevoie),01 49 04 30 30," 30, rue Kilford  92400 Courbevoie",Courbevoie,92, 153 places, Centre Hospitalier,62,0,0,0,91,0,0,0,0,1,1,2,0,0,0
1462,Hôpital Site de Saint-Cloud  (Saint-Cloud),01 47 11 15 15," 35, rue Dailly  92210 Saint-Cloud",Saint-Cloud,92, 146 places, Centre de Lutte Contre Cancer,89,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,Site Hospitalier de Puteaux  (Puteaux),01 41 18 30 00, 1 boulevard Richard Wallace  92800 Puteaux,Puteaux,92, 100 places, Centre Hospitalier,12,0,0,0,0,88,0,0,0,0,0,0,0,0,0
1464,Hôpital de soins de suite spécialisés et réadaptation Goüin (Clichy),01 41 06 81 00, 2 rue Gaston Paymal  92110 Clichy,Clichy,92, 94 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
1465,HOPITAL NORD 92  (VILLENEUVE LA GARENNE),01 47 92 40 00, 75 AVENUE DE VERDUN BP 98 92394 VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,92, 76 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
1466,Unité de Soins de Longue Durée (Pavillon Pasteur) (SAINT-CLOUD),01 77 70 75 02, 1 rue Lelégard  92210 SAINT-CLOUD,SAINT-CLOUD,92, 70 places, Etablissement de Soins Longue Durée,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
1467,Institut Hospitalier Franco Britannique  (Levallois Perret),Pas de numéro, 4 rue Kléber  92300 Levallois Perret,Levallois Perret,92, 0 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,Etablissement de santé SANTE SERVICE HAD (Puteaux),01 46 97 01 75," 15, Quai de Dion Bouton  92816 Puteaux",Puteaux,92, 0 places, Hospitalisation à Domicile,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0
1469,ESPIC  (ISSY LES MOULINEAUX),Pas de numéro, 10 rue Minard  92130 ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,92, 0 places, Etablissement de Soins Médicaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,pouponnière et maison d'enfants à caractère sanitaire et social De-Roux JOËLLE (NEUILLY SUR SEINE),01 46 24 97 28, 41 boulevard paul emile victor  92200 NEUILLY SUR SEINE,NEUILLY SUR SEINE,92, 0 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,Centre hospitalier Intercommunal  (Aulnay-sous-Bois),01 49 36 71 23, Boulevard Robert Ballanger  93602 Aulnay-sous-Bois,Aulnay-sous-Bois,93, 715 places, Centre Hospitalier,0,0,0,0,0,0,715,0,0,2,1,6,1,0,0
1472,Hôpital Avicenne - Hôpitaux Universitaires Paris Seine-Saint-Denis (Bobigny),01 48 95 55 55," 125, rue de Stalingrad  93000 Bobigny",Bobigny,93, 543 places, Hôpital dépendant d'un CHRU,364,134,0,0,45,0,0,0,0,2,1,6,0,2,1
1473,Hôpital Delafontaine (Saint-Denis),01 42 35 61 40," 2, rue du Docteur Pierre Delafontaine  93205 Saint-Denis",Saint-Denis,93, 500 places, Centre Hospitalier,296,93,93,18,0,0,0,0,0,2,2,3,0,1,0
1474,Hôpital René-Muret - Hôpitaux Universitaires Paris Seine-Saint-Denis - AP-HP (Sevran),01 41 52 59 99," 52, avenue du Docteur Schaeffner  93270 Sevran",Sevran,93, 492 places, Hôpital dépendant d'un CHRU,61,0,0,0,252,179,0,0,0,0,0,3,0,0,0
1475,Centre hospitalier  (Montfermeil),01 41 70 80 00," 10, avenue du Général Leclerc  93370 Montfermeil",Montfermeil,93, 407 places, Centre Hospitalier,299,73,35,0,0,0,0,0,20,2,2,3,1,2,0
1476,Centre hospitalier intercommunal André Grégoire (Montreuil-sous-Bois),01 49 20 30 40," 56, bd de la Boissiere  93105 Montreuil-sous-Bois",Montreuil-sous-Bois,93, 392 places, Centre Hospitalier,248,59,65,0,20,0,0,0,0,1,1,3,1,0,0
1477,Hôpital Jean-Verdier - Hôpitaux Universitaires Paris Seine-Saint-Denis - AP-HP (Bondy),01 48 02 66 66, avenue du 14 juillet  93143 Bondy,Bondy,93, 300 places, Hôpital dépendant d'un CHRU,194,48,58,0,0,0,0,0,0,1,1,3,1,0,0
1478,Hôpital Casanova (Saint-Denis),01 42 35 61 40," 11, rue Danielle Casanova  93205 Saint-Denis",Saint-Denis,93, 220 places, Centre Hospitalier,0,0,0,0,120,100,0,20,0,0,0,0,0,0,0
1479,Unité de soins de longue durée 'La Roseraie'  (Neuilly-sur-Marne),01 49 44 33 25, 3 avenue Jean Jaurès  93330 Neuilly-sur-Marne,Neuilly-sur-Marne,93, 114 places, Etablissement de Soins Longue Durée,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0
1480,Centre de Moyen et Long Séjour Les Ormes  (Montfermeil),01 45 09 70 00, 13 place Jean Mermoz  93370 Montfermeil,Montfermeil,93, 112 places, Centre Hospitalier,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
1481,Etablissement Hospitalier de Soins de Suite et Réadaptation (EHSSR) Sainte Marie (VILLEPINTE),01 49 36 68 00," 28, rue de l'église  93420 VILLEPINTE",VILLEPINTE,93, 100 places, Etablissement de Convalescence et de Repos,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1482,Centre de Moyen et Long Séjour les Ormes  (MONTFERMEIL),01 45 09 70 00, 13 place Jean Mermoz  93370 MONTFERMEIL,MONTFERMEIL,93, 43 places, Etablissement de Soins Longue Durée,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
1483,Hôpital Privé Maternité des Lilas (LES LILAS),Pas de numéro, 12-14 RUE DU COQ FRANCAIS  93260 LES LILAS,LES LILAS,93, 0 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,C.C.A.S.A - Pôle 94i02 - CCASA  (Montreuil),01 41 72 06 60, 112 rue de Lagny  93100 Montreuil,Montreuil,93, 0 places, Centre Crise Accueil Permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,AP-HP Hôpital Bicêtre (Le Kremlin-Bicêtre),01 45 21 21 21," 78, rue du Général Leclerc  94275 Le Kremlin-Bicêtre",Le Kremlin-Bicêtre,94, 1027 places, Hôpital dépendant d'un CHRU,422,316,0,55,94,140,0,0,0,3,3,7,4,2,1
1486,Hôpital Emile-Roux AP-HP (Limeil-Brévannes),01 45 95 80 80," 1, avenue de Verdun  94451 Limeil-Brévannes",Limeil-Brévannes,94, 911 places, Hôpital dépendant d'un CHRU,56,0,0,0,409,446,0,0,0,1,0,2,0,0,0
1487,Hôpitaux de Saint-Maurice  (Saint-Maurice),01 43 96 61 61, 12/14 rue du Val d'Osne  94410 Saint-Maurice,Saint-Maurice,94, 888 places, Centre Hospitalier,40,0,64,440,344,0,0,0,0,0,0,3,0,0,0
1488,AP-HP Hôpital Henri Mondor (Créteil),01 49 81 21 11," 1, rue Gustave Eiffel  94010 Créteil",Créteil,94, 806 places, Hôpital dépendant d'un CHRU,461,327,0,18,0,0,0,0,0,4,4,7,7,2,2
1489,AP-HP Hôpital Paul-Brousse (Villejuif),01 45 59 30 00," 12, avenue Paul Vaillant Couturier  94804 Villejuif",Villejuif,94, 771 places, Hôpital dépendant d'un CHRU,247,51,0,55,206,212,0,0,0,1,0,2,1,0,0
1490,Centre Hospitalier Intercommunal de Créteil  (Créteil),01 45 17 50 00," 40, avenue de Verdun  94010 Créteil",Créteil,94, 535 places, Centre Hospitalier,276,116,84,23,36,0,0,0,0,2,2,3,0,0,0
1491,AP-HP Hôpital Charles Foix (Ivry-sur-Seine),01 49 59 40 00," 7, Avenue de la République  94205 Ivry-sur-Seine",Ivry-sur-Seine,94, 472 places, Hôpital dépendant d'un CHRU,132,0,0,19,169,152,0,0,0,0,0,0,0,0,0
1492,Centre Hospitalier Intercommunal de Villeneuve-Saint-Georges Lucie & Raymond Aubrac (Villeneuve-Saint-Georges),01 43 86 20 00," 40, allée de la Source  94195 Villeneuve-Saint-Georges",Villeneuve-Saint-Georges,94, 472 places, Centre Hospitalier,278,102,52,40,0,0,0,0,0,2,2,6,1,0,0
1493,AP-HP Hôpital Albert Chenevier (Créteil),01 49 81 31 31," 40, rue de Mesly  94010 Créteil",Créteil,94, 463 places, Hôpital dépendant d'un CHRU,36,0,0,100,267,60,0,0,0,0,0,0,0,0,0
1494,Gustave Roussy  (Villejuif),01 42 11 42 11, Hautes-Bruyères 114 Rue Edouard Vaillant 94805 Villejuif,Villejuif,94, 449 places, Centre de Lutte Contre Cancer,276,173,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Hopital d'Instruction des Armées BEGIN  (SAINT-MANDE),01 43 98 50 00, 69 avenue de paris  94160 SAINT-MANDE,SAINT-MANDE,94, 256 places, Hôpital des armées,147,79,0,30,0,0,0,0,0,1,1,4,0,0,0
1496,Etablissement public de santé national de Fresnes EPSNF (Fresnes),01 49 84 71 17," 1, Allée des Thuyas  94832 Fresnes",Fresnes,94, 80 places, Etablissement Sanitaire des Prisons,16,0,0,0,64,0,0,0,0,1,0,1,0,0,0
1497,USLD Les Vignes (Villeneuve-Saint-Georges),01 45 10 19 00, 8 RUE DES VIGNES  94195 Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,94, 46 places, Etablissement de Soins Longue Durée,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
1498,Centre de jour Centre de jour - CATTP (Villeneuve-Saint-Georges),Pas de numéro, 28 avenue de la république - 91560 CROSNE 40 Allée de la Source 94190 Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,94, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,Hôpital de jour François Truffaut - Pôle 94i03/04  (Alfortville),Pas de numéro, 54 / 56 rue Edouard Vaillant  94140 Alfortville,Alfortville,94, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Hôpital de jour - CATTP - CMP les Lilas  (Alfortville),01 41 79 18 22, 9 rue du Général Leclerc  94140 Alfortville,Alfortville,94, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
